customer_id,account_age,plan_type,payment_method,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,support_tickets,monthly_spend,churn_label
6RWHGUCAB4,2,Standard,Credit card,39.36300166387026,55.83542583110676,43,Comedy,2.0293354975564264,4,,0
7CC943AY0R,83,Premium,Bank transfer,6.3726074194387925,128.5922697932727,23,Sci-Fi,,7,16.263146505136994,0
Y7COZUAXRR,23,Premium,,13.16752730588239,80.1188619906361,0,Comedy,1.8648241717764984,8,13.95714485592174,0
7O0U49OF9M,23,Standard,,19.630860220030947,64.04791230426866,27,Action,1.742696347909828,9,,0
KWCJPZTMBZ,24,Standard,,15.431673030605808,65.11007500357869,31,Sci-Fi,,1,,1
A92ZOG2V1J,87,,Bank transfer,37.83699164157948,121.85215558143412,29,Action,4.647866618430838,4,15.000899788532776,0
RZUWX2CJ0Q,63,Premium,Credit card,35.34919183774297,172.6618112615645,32,Comedy,1.0117453569134436,6,6.635013133011577,0
VJN9GFI0OP,78,Basic,Electronic check,29.40402475928132,80.22383068354559,13,,2.274722005413115,2,19.852110570721035,0
LNQN935XS9,97,Standard,Mailed check,23.75808451173184,56.56707686243463,20,Action,,7,13.48847457664928,1
S0QK1ZQ4ZB,2,Premium,Electronic check,31.323503280378333,152.0381778776287,41,Comedy,2.597518511086008,3,15.426668190323372,0
X0MDEL63NZ,85,Premium,Mailed check,10.55981728464131,69.41633740528245,37,Drama,4.270866362857641,2,15.034775599045052,0
4T29LDSLLN,89,Standard,,30.170199239850984,176.56925376817549,41,Comedy,1.0694673415242488,6,15.37183293775692,0
318N9SO05V,77,Basic,,23.81261425762337,62.44375432751656,28,Action,4.792037837995127,4,7.780374374436769,1
CBDV730UOG,113,Basic,Credit card,29.14664661143008,83.65440622475244,24,Fantasy,3.18802084888976,3,19.61499197448325,0
VCB3X9ZM3S,8,Premium,Mailed check,31.286757599044304,54.57718275763445,47,,4.568875141081065,0,,0
4TXBLWD375,103,Standard,Bank transfer,20.755264400793383,115.098616798753,15,Drama,2.087612906686388,9,10.72652906711127,0
J2ZTONJLMC,76,Basic,,24.40932020191881,161.45067852325676,27,Fantasy,1.274403987642387,0,8.794010017425707,0
0KJGVNJL8N,106,Standard,Credit card,15.288274315885134,59.98049838247941,35,Fantasy,,3,14.24087124250168,0
5JBY0JE8LF,7,Premium,,14.224183704705103,95.4209057512576,36,Action,4.337422212878522,6,12.493820459927742,0
56V1FDEX23,82,Standard,,37.79171269856935,117.24086935873112,37,Comedy,,0,,0
SCEJCH4OP4,26,Basic,Bank transfer,25.53507700044215,155.67576810534135,37,Comedy,2.3234199409961307,0,12.633261108284174,1
EB0W1QH7VZ,66,Basic,Bank transfer,20.39577293671369,102.4710880578844,42,Fantasy,2.430666670590388,6,13.751909490384248,0
S5WIVFDNN0,37,Basic,,38.25352607881618,70.51122846066578,20,Fantasy,4.198958694484318,9,15.41815522623574,0
AZAQP5JFUX,72,Basic,Credit card,26.28452440312375,38.17272233147202,37,Fantasy,4.397418070128925,0,14.910685765173415,0
94GUYMPU6T,18,Standard,Bank transfer,27.032723149521026,53.38442130649877,35,Comedy,4.823201147092407,2,15.622713707928243,0
0H9S6H654F,105,Standard,Electronic check,22.18689102743464,113.69526861982604,44,Fantasy,4.781657655972802,5,14.770331511590785,0
FH0H23YW0M,20,Premium,,28.1204665445764,156.81588274842923,42,,3.5058337375635764,4,6.880638282778266,0
IUW1HLES8S,45,Premium,,25.07038796175069,110.35997094459236,14,Sci-Fi,3.883595451712859,0,18.51943603089383,1
E6LQV6844N,15,Standard,Bank transfer,20.453793134132155,77.54316293007034,0,Fantasy,1.070033825144502,6,7.465709217067742,0
59G4MT5L0S,74,Standard,Credit card,12.399784853548711,114.40517551602056,17,Sci-Fi,3.107525294056259,8,,0
PRI44P2JBT,46,Basic,Bank transfer,33.68800512862189,111.83169639823824,25,Comedy,2.0800260357006044,6,9.791247181094892,0
MMNA6RJYF5,62,Standard,Electronic check,38.47671814433908,97.46887977509935,22,Comedy,,7,9.796647367960356,0
HKLEITP1IA,19,Basic,Credit card,2.4838697993021905,173.70379720765953,22,Action,,0,18.4359708211912,0
T2ED1KDVR6,6,Premium,Credit card,25.28678129535825,44.07854950880273,8,Action,,0,9.523391902793827,0
DFIYIYM3TK,23,Basic,Credit card,19.59306914873033,32.36622394010151,7,Comedy,3.1016833237109043,0,7.72548589747683,0
FZRJKPERVZ,109,Standard,Bank transfer,35.449429642459165,163.47997195935758,43,Action,3.938040847586408,2,11.305518353339531,0
OAWTET09CW,26,Basic,Bank transfer,5.228049854115215,22.44377291373981,24,Action,3.1983717045701776,0,11.209422074926596,0
KM2QC8SV7C,119,Standard,Electronic check,12.111862390268156,12.49848119461238,26,Drama,3.455806596355476,7,13.502818692542355,0
U7BU2SCCHI,45,Basic,Electronic check,26.94994499253555,57.08792657124925,40,Fantasy,3.569271084495916,7,7.738310174232479,0
53S9CYHTXM,111,Premium,Bank transfer,38.25103033944436,142.52112960853452,13,Comedy,4.24328076241142,7,,0
KFXH24VCIX,104,Premium,Mailed check,21.263146026496035,49.51944256364908,43,Action,,7,6.732794665165834,0
QDLZNIKBDV,110,Standard,Credit card,27.64704282302408,100.4340654839757,43,Action,3.438805869644558,5,,0
VOLEP42RI4,67,Premium,Bank transfer,10.821285023113234,23.244959103073377,17,Sci-Fi,2.538593485203901,1,12.90821229112442,0
2PV3FKTEN7,105,Basic,,11.59964825286882,61.33455709410255,19,Comedy,2.135444217046408,9,5.236173024650985,0
BAHIPO8823,45,Basic,,29.512398661672066,86.60190000273313,24,Sci-Fi,1.2554063020314763,4,5.062338714057963,0
XIB5D3UHRB,12,Premium,Electronic check,12.55071309277034,169.23743385172318,21,Fantasy,4.365473530497493,5,19.64808306724581,0
G48SX3KH6A,105,Basic,Electronic check,24.43151034759372,91.3734235281412,49,Comedy,,4,9.182763472386728,0
8CGM9OR85P,11,Basic,Electronic check,39.29819412529325,48.35721110573631,46,Fantasy,2.9625426064976086,9,,0
ZXKZKRKVDN,52,Standard,,3.688284056800218,64.0773515497817,7,Drama,,1,11.280972210517136,0
NF9RGTY4VD,21,,Credit card,33.271237927537186,96.7762621366086,44,,3.175287540857471,8,16.673054107134362,0
YA70YL4HCM,16,Basic,Credit card,21.436778832844816,173.1410030561647,7,Fantasy,2.5514801178914777,4,9.322244538046045,0
RR7DWPO17O,25,Standard,Bank transfer,14.511512165103603,122.7981832592693,24,Drama,,0,14.68055910357458,0
HBUU9YXPD0,92,Premium,Credit card,6.164060982550646,96.45780218698702,30,Drama,1.8982458871316648,3,14.776023905141212,0
OXNDMG3NC7,80,Basic,Bank transfer,17.35247004079642,35.435589839550794,12,Comedy,,7,,0
GBJGLPXBR5,98,Standard,Credit card,12.554392405429686,46.5674277837852,12,Comedy,2.4847051004952028,4,7.94007970919259,0
PM332INSGW,22,Basic,,2.7249972939554308,159.09360131207944,15,Fantasy,,9,15.205564993669649,0
KGZIUGKUB6,19,Premium,Credit card,10.757916034652332,99.7233410991908,47,Drama,4.660409874831865,7,6.521996932713357,1
2DBPXLKT8K,104,,,11.753479113006614,109.113551655722,42,Comedy,4.36441915857977,1,8.063300806759333,0
55VANP455P,85,Standard,Bank transfer,15.655304055873184,81.58150329841074,27,Drama,2.080307514259071,9,,0
3MBK6VMOCV,62,Standard,,24.93478276959797,18.6057246782046,5,Drama,4.266681695700271,3,19.156984627671672,0
UW8ES4IYMI,1,Premium,Bank transfer,25.073791634726145,52.56780586243679,28,Action,4.284239136762995,9,,0
VPJBEYNWQS,14,Premium,Electronic check,11.248568751983774,62.58552280552126,34,,2.876019105018504,3,14.268111725937782,1
5YJC1ZTRTJ,31,Premium,Bank transfer,28.835836887334413,145.01617575065148,42,Sci-Fi,,8,17.245287882333926,1
HM6617H4JD,86,Basic,Credit card,3.794326864539248,121.4418677441892,21,Fantasy,,4,11.729898655737578,0
O3LM1DJEII,33,Premium,Electronic check,23.772941097797805,169.57575794711633,9,Drama,2.8574832958943435,2,11.506819737723454,0
2LZWV9RQL8,49,,Bank transfer,35.839673743047,93.49504256792648,0,Fantasy,,5,8.357330395067056,0
V7E9XNI9DF,53,Standard,Bank transfer,28.78212104313832,165.79541674753295,43,Comedy,4.858662580996414,0,8.920732965150389,0
QHBAXJ9D6V,63,Standard,Electronic check,9.49095715075722,11.837806998583426,16,Comedy,4.322046814619904,1,9.631315044544966,0
9C3BD8HX0R,14,Premium,Bank transfer,3.251119998800055,15.535141512655802,15,Comedy,2.210262189516649,7,7.969210909385966,1
DLTHWP80D3,26,Basic,Electronic check,31.794071232112564,116.06322243762814,35,Comedy,1.472555720792521,8,,0
VK85180DSE,2,Basic,Bank transfer,24.74981585981924,11.988765017280857,30,,1.2248326147590491,2,16.125401389212946,1
2P78X3TX9B,15,Premium,Electronic check,22.5710430258967,155.52074908996784,40,Sci-Fi,4.120521121540612,9,7.745146161144696,0
5CM0GI004I,80,,Electronic check,33.81220538514383,146.68215399903642,31,Fantasy,2.2521787780673628,9,12.762559237031072,0
W2YUKP9QMF,93,Basic,Electronic check,22.00460464726173,114.89723449821854,43,Sci-Fi,4.529921641315267,4,13.580876198604964,0
V6CRGUK7OJ,28,Premium,Credit card,37.76481999080919,96.31058633141733,30,,,2,,0
JHYZISEKTU,87,,,32.51290337287777,67.76475082097075,0,Action,2.7050433200408506,9,6.800976410758331,0
P3ZXPQP59E,58,Premium,,6.1176464722420345,177.97499001868746,4,Sci-Fi,1.5459590401207093,8,,0
3U07QWB58B,94,Standard,Electronic check,20.264660460024245,116.68683250974044,18,Drama,,4,7.489711342172975,0
2O9NN81OX5,52,Basic,,39.62781715118556,174.88358482869077,46,Comedy,3.426816130002326,8,,0
UY02SJT9FM,13,Standard,Electronic check,9.42680451784198,173.18631891920054,3,Action,1.2271980812273595,5,16.749766340499775,0
SLTZTHJFZ9,20,,Credit card,17.021663801544207,160.97388792871337,18,Comedy,4.49573705466908,4,,1
4R07E19QKU,103,Premium,,6.575285946461973,75.52050710701525,39,Sci-Fi,1.8762405774716693,1,16.514646857031412,0
MH6D9EWVID,62,Basic,Credit card,34.49848201108829,65.21043318193,30,Comedy,3.5478001635599026,4,,0
7HY2MOSDW6,23,Standard,Mailed check,34.00190182214139,153.6770469787932,42,Sci-Fi,2.6129994825630742,9,,0
ZTOJZGRVC4,65,Standard,,31.138272354964933,141.43190722782916,30,Fantasy,,9,18.27930491357521,0
A931RZPGP2,75,Basic,Bank transfer,24.31852704020134,119.33690525089314,47,,3.0229185822407323,5,13.30898090330066,0
R4SINC9IQZ,43,Standard,Bank transfer,18.286665215694097,149.80190601471733,39,,1.4288137836055488,0,7.680618304577466,0
7NXSSI06MN,45,Premium,Credit card,32.53521490963664,65.25669399818736,15,Drama,,6,14.303487059125194,0
DM6BMTS1AS,48,Standard,Credit card,22.3039554734021,29.89036403580573,1,Drama,1.446495965163057,2,18.780445107422267,0
KBG5OB2YIW,19,Basic,Electronic check,38.61154741669043,143.30530521083986,8,Comedy,1.3895619220636126,8,,0
RSZFX28GG3,39,Premium,Credit card,11.5606688474968,13.485059337505904,32,Fantasy,1.049661731490065,9,,1
4PCP1V37SI,44,Premium,Electronic check,35.68046040870127,49.354601871260506,48,Fantasy,,9,,0
SCFG260GEA,31,Standard,Bank transfer,10.31299563070547,92.14099146893328,5,Comedy,4.626314253835056,5,5.463793811782976,0
NRLC9JJS9S,71,Standard,Electronic check,8.174093809914606,70.25383064222262,25,Fantasy,1.2465992161682706,2,5.084423904802613,0
B6SIIXSQOS,5,Premium,Bank transfer,15.579982226317355,115.70888850048564,40,Action,,2,,0
J647T7HQQL,43,Premium,,35.3777249358419,115.10533415456264,37,Comedy,,8,8.865387683501357,0
AH3L1MRZRR,64,Premium,Electronic check,26.094800371746057,90.24929986396717,44,Fantasy,1.9160888756880632,0,6.190149535602858,0
4PX89Y1RQA,80,Premium,,1.5662312590939051,99.92343722938276,23,Comedy,2.3884356148158736,0,,0
3FDWNZRH2D,106,Basic,Electronic check,34.25790597133126,139.01892793847654,21,Drama,4.202215048246207,5,18.95105440126732,0
Y7Q0UE0U1M,46,Premium,Credit card,33.53672268026051,37.76650423808584,18,Drama,4.753683293430516,9,10.128836100800292,0
HN78JG14TS,9,,Electronic check,16.979580864388332,150.5060986445366,41,Drama,1.7312580133378588,6,,0
74YHNQ6G75,100,Premium,Electronic check,10.594691998838014,33.21299683768329,31,Action,1.050604389943067,0,,0
RLNIID3XWT,98,Basic,Bank transfer,1.380466745351029,91.870700788936,17,Sci-Fi,,9,19.02152488578505,1
87D7OLH270,39,Premium,Electronic check,30.17973628841128,81.08144911749876,26,Fantasy,4.897123983772078,0,7.520022143067342,0
P6L806SMU4,70,Standard,,11.567204948868754,42.77790509535797,1,Fantasy,2.573195943422459,8,10.482003484994912,1
FCTLMSLMQJ,29,Standard,Electronic check,25.45759865676794,99.44781816116422,15,Fantasy,2.6821928546425933,5,9.610559155800727,0
G3AKTVZVV9,92,Premium,Credit card,29.727838985431347,39.91319918862807,13,Comedy,1.2935675294269329,0,10.364502517846944,0
7L6GJZ94PQ,109,Basic,Electronic check,7.686830377951292,131.44252948316043,30,Fantasy,,1,7.418513931584568,0
Z8H53DC791,92,Premium,Electronic check,9.640879895936832,86.4871522254564,13,Sci-Fi,4.273449537731969,8,14.450433995442438,0
MSSFBJYVA5,16,Premium,Credit card,4.833288617556521,127.70950212604666,13,Sci-Fi,2.18336052939857,3,5.173754551461478,0
UMFLMSRD0Q,47,Standard,Mailed check,30.65890865280438,8.829009066615566,28,Comedy,,6,8.922393723561846,0
YSBXJUEX0T,40,Standard,Electronic check,31.42253253433765,39.2363328695568,13,Sci-Fi,3.5387373848341848,0,13.607754438358882,0
4RAT7BS0L4,81,Premium,Bank transfer,18.35221026046252,86.23345361085529,19,Sci-Fi,3.020792195384864,1,10.975714331761695,0
QMSBTHUBOD,118,Basic,,28.85581404901848,144.7643052447273,33,Comedy,4.928149986125957,5,10.477516749557084,0
1LI3AQJFP6,13,Standard,Credit card,18.44881545302228,69.8504778399645,21,Fantasy,4.09182405463898,0,18.409014051747683,0
P0UW71OPWI,103,Standard,Bank transfer,32.12117345369401,128.92730655491255,16,,3.888005639689029,5,16.198210690955932,0
4C9VVJ76OX,82,Premium,Electronic check,14.402982505534457,153.30210340965007,1,Action,4.145493421814485,3,14.215460489603572,0
D36302KBBA,2,Basic,Electronic check,30.042512752961187,124.1554327377488,22,Fantasy,,0,6.895624252307624,1
FS3L3723G0,86,Standard,,11.23621056596544,37.07966082114843,24,Sci-Fi,2.628611966149048,8,10.32131524641283,0
3OYMTQDGCI,80,Standard,Mailed check,22.69124873576752,179.5956048834294,45,Fantasy,3.492155530246451,5,12.99789303201885,0
PQ3OE3IV47,94,,Electronic check,31.43867190050515,125.92560780374546,37,Action,,1,11.45367236984088,0
959FN5DIWG,93,Standard,Credit card,1.653820166516171,143.17168004088236,38,Comedy,3.755643536539377,8,19.6513614264696,0
76ILSKGTXV,95,Standard,,15.761617681574306,71.32438099145163,1,Drama,2.001727095616576,4,,0
CCZLTRQXUN,97,Standard,Credit card,31.52822319813225,29.49199216102492,29,Drama,2.5640173235897814,3,18.741364823706007,0
RW8BHOP2GW,85,Standard,Credit card,2.047874810807236,69.4447054569772,39,Drama,3.1228854749881965,1,16.06581166298571,1
NWRCRG0LLN,5,Basic,Bank transfer,36.19593218966247,122.3675914914066,26,Drama,4.521395914585156,3,18.401244873390283,0
0N2YDSLDKE,104,Basic,,6.983209290198909,68.58594402499028,1,Fantasy,1.346854554167301,6,9.660164387065931,0
8Y4EB81DID,96,Premium,Mailed check,36.97431597550251,84.24406552286727,1,,3.6045726320075726,6,11.310696886913192,0
W4D82JGRSR,84,Standard,Bank transfer,23.665462280442,32.91343925428535,13,Action,3.94258340926798,5,18.65108583639656,1
86F5GYIU4B,10,Standard,,19.86516821782215,77.53799117634372,34,Comedy,,7,,0
GSY02BHXUI,70,Basic,,25.446577588203148,166.72885321847707,23,Comedy,4.436424583710124,0,17.11669827429529,0
T5A5GUDGHH,96,Premium,,22.10971491494528,40.86941156202512,34,Drama,1.792938023192984,4,5.126881608910928,0
JXCF0T7PWE,55,Basic,,14.318670979436916,165.3747234937333,25,,3.1319412122999046,7,12.228522320554733,1
1SEDHZRPXU,109,Premium,,1.0325657591694517,73.87243499744919,28,Sci-Fi,,3,8.024188057163144,0
3KLVFZM7OJ,117,Standard,Electronic check,15.474087924390153,140.27547080408934,17,Sci-Fi,3.348487273646719,5,18.625728153333483,0
68ZNRI2572,74,Basic,Electronic check,30.11386785028866,130.54074184839573,44,Sci-Fi,2.3157375624273,2,9.040513990630396,0
W813C4GC5Q,77,Standard,Credit card,35.74416675954362,135.24173516298126,42,Fantasy,1.5451095690373546,9,,0
570S7DXPHT,74,Basic,Bank transfer,10.063284669012688,68.15792539635528,34,Action,,5,9.687673669390394,1
UOVRUIE484,89,Premium,Bank transfer,12.590745480970348,171.2166008382964,19,Comedy,,7,11.538943079309188,0
1QFYKNRAMM,110,Premium,Electronic check,32.863600886276714,149.45828503484972,35,Fantasy,2.4628130661552894,6,13.275556672453767,0
FKYXDCALD8,14,Premium,Credit card,31.44414095826228,111.65433497474172,47,Sci-Fi,1.6816039518745294,4,,0
YFT2PG26WZ,63,Premium,Bank transfer,27.964468052712537,8.537577246647672,4,Drama,,8,,0
CS2FZRYU8L,102,Basic,Bank transfer,32.71206052144677,92.83601561218305,46,Drama,1.257418011728567,6,,0
XQ9ABXGKJ2,45,Basic,Bank transfer,14.793402920168504,109.2614243711754,20,Sci-Fi,2.086339035975909,1,13.073215564280291,0
2320A0GXKQ,59,Basic,Bank transfer,28.54828621753999,32.32727760351119,14,Fantasy,,1,12.169887642924763,1
MGW74TNB92,115,Standard,Electronic check,6.128048068458834,50.259083084168935,0,Fantasy,1.7944443167469752,4,5.683634966215998,0
V8CKCGJ5E8,99,Standard,Electronic check,8.723655812895966,168.80031254270938,17,Action,4.456910702865898,9,17.856791113328292,0
S16BCT80VU,73,Basic,Mailed check,26.87265849457565,121.82962049201288,40,Sci-Fi,2.264428640243489,4,5.755528321486168,0
BMKC2PJE7U,62,Basic,,3.87212932625154,133.51843976624818,22,Comedy,1.0532467646559964,0,11.001062848759512,0
191490BP7I,6,Standard,Electronic check,8.012984647227208,113.36101591998688,48,Fantasy,3.854250803773212,7,7.153641033648821,0
66V1KPHQMM,93,Basic,Bank transfer,38.0854226363024,101.05573627439728,42,Comedy,,0,10.190029622580925,0
G55J3RXYSJ,30,Premium,Credit card,5.542226920354583,68.76965172922863,41,Drama,2.6911529231108244,6,12.169717082033609,0
CLJPBTJR01,5,,Bank transfer,29.148323435745315,89.33032327098728,4,Sci-Fi,,5,8.91888499717453,1
RFQJOFKVYH,94,Basic,,15.502634511771204,32.64060754836149,9,Action,2.3779975662199537,1,7.626840924543419,1
TCI2ZYA2OH,85,Premium,Bank transfer,37.90154614236192,140.95328473314228,8,Comedy,2.897521028724634,2,,0
QTQ705NK8P,49,Premium,Credit card,34.255186838190895,88.39879325854636,38,Fantasy,,6,14.9659314100172,0
6OAKAQPYJI,98,Standard,Credit card,12.689556314118729,96.4269008687629,1,Comedy,2.063543029079636,3,17.5674048013296,0
X8S5TM85UM,34,Standard,Credit card,27.90326642810463,56.93922885074092,9,,2.689210112294104,0,18.321479206998056,0
YSXKQ3NPQY,109,Premium,Electronic check,20.02745099609585,55.38187149505176,39,Sci-Fi,1.725705837093281,4,13.185877501378965,0
AWOJ9P08XG,106,Basic,,1.476191970735858,111.61197195046542,10,Comedy,3.974891690327226,9,10.235452915438415,1
4HWEZXFWH7,9,Basic,Electronic check,14.139595306501027,104.3774408565997,29,Action,3.257769638029392,0,19.00963683186413,0
08SXSQQO8U,27,Premium,Electronic check,2.095646565135621,132.46320551364772,24,Drama,,7,9.704060053309195,0
FU217ZFBHN,116,Standard,,19.060384945020363,111.79584620082926,39,Action,3.914221938270394,2,14.565174916775096,0
OX3OJ9LAOC,66,Premium,Bank transfer,9.234129415628813,166.05047576645293,2,Action,2.3195550409444285,9,18.637751030628618,0
768I1YHH7G,44,,Electronic check,6.587382518309011,147.24566848925053,13,Action,2.6016999412235804,5,12.746554596247588,0
VLBQICLTAV,82,Premium,Credit card,2.251525328025952,32.93240275222308,38,,1.6579970852690251,8,,0
WWD6Y3ULXF,12,Basic,Credit card,35.65509564506065,120.32663583326354,40,Action,3.969553741065701,7,13.769556901928512,1
2S21P19IE6,3,Standard,Bank transfer,30.66081030567325,179.23370243432092,13,Comedy,,5,15.457440717264856,0
S96XIOR9FL,90,Premium,Credit card,19.38040521188281,58.7034987326043,39,,1.956337991337635,2,5.594978677090683,0
G5BUY00PBY,49,Standard,Electronic check,17.70975365927757,58.954258052072014,27,,1.0428147783821866,6,5.223486200101787,0
FGMG7KDSFT,80,Premium,Electronic check,17.420523866878955,80.98677639404599,22,Comedy,,0,,0
YRVS588TVB,20,Basic,,4.422933326625964,16.21840674555514,45,Drama,3.8385678263840393,2,7.702870791596992,0
FFEZ8R3G30,70,Standard,Credit card,9.938960681433649,53.21801253841536,12,Fantasy,1.759799638236133,9,13.904923667806695,1
R9VPT2RPRA,32,,Bank transfer,34.7881398710293,179.75202354616712,44,,3.370744894690767,3,18.37299143591155,0
ZKH0WXMBF8,99,Standard,Bank transfer,16.946622507617768,89.9577735465159,33,Drama,1.7248164783176545,7,,1
SSD3NJ3SCF,2,Standard,Credit card,27.880027949921864,161.78437696593048,39,Sci-Fi,1.8964672198754773,2,,0
O1DY5I2K38,25,Premium,Credit card,15.507903874263882,105.62185310005106,5,,4.925687549636759,0,17.780245007636474,0
TGEF0EK30G,2,Standard,,34.283065634033875,75.11272549732617,13,Fantasy,2.331878882359365,8,,1
215HXHXMIP,42,Standard,Bank transfer,16.173752081815415,68.74974897220997,42,Fantasy,1.5524858262702923,4,19.76660767352584,0
F144Y0MZYF,9,Standard,,25.13603396032934,12.24514443563636,1,Fantasy,2.718629810128106,2,5.810228267555019,0
9Q7PGYX2ML,113,,Electronic check,27.02709362589353,95.28086406464185,2,Action,2.818623456221402,9,,0
5S8VIJ1SPR,36,Premium,Credit card,8.673304110719561,42.30847206576068,17,Comedy,3.7293345997769927,7,,0
BSJOYKXFOF,12,Standard,,12.744688980741032,59.52846282587679,11,Action,3.166832767225173,7,16.67472076844671,1
5QHZAWJTSK,37,Basic,Bank transfer,5.809649449368688,153.97970896883206,34,Action,,9,7.119745185326482,0
FWE2IWZ2IY,90,Premium,Credit card,25.291399541183026,81.64315630140467,9,Drama,1.0170808379145937,1,13.18911775823716,0
R5WTS42FQX,8,Premium,Bank transfer,24.278988426129924,55.37462028782645,12,,,2,9.776640943909502,0
AFSTLSA6VX,88,Premium,Electronic check,23.80318950215669,27.22156853841513,2,Comedy,1.464379489270032,6,15.868059545188608,0
7PFAESWLUG,97,Basic,Credit card,3.757465901894128,69.12565753903388,49,Fantasy,,1,12.240919672990586,0
CP0X04KOHF,76,Basic,Mailed check,10.43156433389694,139.31863293616212,26,,3.0410066413999464,2,7.3553712868806524,0
UX0P88HD6V,89,Premium,,1.6937866954335024,82.14212764294217,17,Fantasy,1.0001811412911028,7,8.685508091710805,0
88RTQHPWSG,70,Premium,Credit card,19.496122461908456,5.534880667016899,29,Comedy,2.163977648742894,9,8.912613505348776,0
5OCID8BHEW,68,Standard,,35.89304932091184,9.268435544293142,25,Drama,4.288308432353297,2,14.440255288281454,0
YUFCD3JN10,74,Premium,,14.376240926364924,128.0712824920829,20,Drama,4.518431758675558,1,,0
Z063Z6FRXV,12,Standard,Credit card,22.71824588761085,70.55548699889916,44,Sci-Fi,1.174165379647266,9,16.314228924852024,0
V7MPOFNWOL,26,Standard,Bank transfer,14.418682157285534,103.25892073437954,1,Fantasy,1.7555560125419325,0,14.132707374877706,0
OLOK1MPMO0,48,Premium,Bank transfer,33.93557501129039,129.4565507074856,24,Action,,4,12.476920384257989,0
0SP0JX7K3P,8,Premium,Electronic check,39.69461475287363,96.7398476674304,47,Action,1.684984431397965,1,7.044229777436573,0
TFCWJR9ERG,87,Standard,Credit card,32.73717025357378,175.41196863692602,28,,,8,5.857584261758131,0
OEQMIG31TH,79,Standard,Credit card,20.31481630423045,142.2285846177885,25,,4.925269988446269,4,9.076915258016864,0
7J5ERF1RP7,28,Premium,,14.46124179288422,119.5886567437542,3,Action,2.9839648222341184,5,17.29895331208953,1
VZNFPQ7OPL,29,Premium,,32.26727064727994,104.1917407066043,28,Drama,2.1242828131115283,7,19.773064399958965,0
AYRVF49YC9,97,Premium,Mailed check,2.9065606672210222,165.0296321441845,46,Action,3.1195076489993587,8,7.526143640775349,0
6NXDS63B13,31,Basic,Mailed check,7.10337318993494,93.60951445865317,48,Fantasy,4.110661851090664,1,10.579376460784838,0
H6VMPX84E9,62,,,38.91737003968192,49.8353656873389,37,Action,2.1205000216232373,7,,0
BLGA7AOJHI,94,Premium,Bank transfer,38.844024096114985,109.46667711394625,14,Fantasy,,7,9.334496818057136,0
V36SY33B4H,40,Premium,Bank transfer,26.92223580824553,99.97950656103508,17,Action,2.011069324509613,2,7.738245310291017,0
LB2MHX8FEB,64,Premium,Electronic check,7.817863953208421,87.88249095154353,9,Action,4.273986838143202,9,,0
YC0L35CZIF,96,Premium,Bank transfer,3.089016573148184,166.45277464042772,37,,4.716338836718183,2,,0
X6S7FH7IWY,116,Standard,,36.92422838258752,91.56048306413284,15,Sci-Fi,3.5351118234249355,9,15.577696991914488,1
DACORV2BKQ,58,Basic,Electronic check,2.0964935674364886,21.83474680499532,48,Comedy,,3,,0
